school_id,school_name,district_id,district_name,year,date_submitted,subject_changed,avg_math_score,avg_income_2005,avg_income_2015
1,School_1,4,District_4,2000,,none,74.36371788318097,72184.2388512642,60919.75924478789
1,School_1,4,District_4,2001,,none,74.59319502785534,72184.2388512642,60919.75924478789
1,School_1,4,District_4,2002,,none,75.54455153629505,72184.2388512642,60919.75924478789
1,School_1,4,District_4,2003,,none,79.49204125083165,72184.2388512642,60919.75924478789
1,School_1,4,District_4,2004,,none,73.42722421809277,72184.2388512642,60919.75924478789
1,School_1,4,District_4,2005,,none,78.84967686310108,72184.2388512642,60919.75924478789
1,School_1,4,District_4,2006,,none,72.63528170292145,72184.2388512642,60919.75924478789
1,School_1,4,District_4,2007,,none,75.4603689032714,72184.2388512642,60919.75924478789
1,School_1,4,District_4,2008,,none,74.32365545245413,72184.2388512642,60919.75924478789
1,School_1,4,District_4,2009,1243814400000000000,math,77.11798715263599,72184.2388512642,60919.75924478789
1,School_1,4,District_4,2010,,none,76.4006128025305,72184.2388512642,60919.75924478789
1,School_1,4,District_4,2011,,none,76.20222130623253,72184.2388512642,60919.75924478789
1,School_1,4,District_4,2012,,none,74.03993177116351,72184.2388512642,60919.75924478789
1,School_1,4,District_4,2013,,none,70.8148400307404,72184.2388512642,60919.75924478789
1,School_1,4,District_4,2014,,none,74.16233310955549,72184.2388512642,60919.75924478789
1,School_1,4,District_4,2015,,none,75.28083626072416,72184.2388512642,60919.75924478789
1,School_1,4,District_4,2016,,none,75.00605526119988,72184.2388512642,60919.75924478789
1,School_1,4,District_4,2017,,none,76.51429860239382,72184.2388512642,60919.75924478789
1,School_1,4,District_4,2018,,none,78.86951329767051,72184.2388512642,60919.75924478789
1,School_1,4,District_4,2019,,none,75.83017771331214,72184.2388512642,60919.75924478789
2,School_2,12,District_12,2000,,none,71.89764104681154,56274.16197143795,58490.06422577697
2,School_2,12,District_12,2001,,none,71.05846777405459,56274.16197143795,58490.06422577697
2,School_2,12,District_12,2002,,none,73.10697587608078,56274.16197143795,58490.06422577697
2,School_2,12,District_12,2003,,none,71.82490433321696,56274.16197143795,58490.06422577697
2,School_2,12,District_12,2004,,none,72.26031566522495,56274.16197143795,58490.06422577697
2,School_2,12,District_12,2005,,none,74.38001796933662,56274.16197143795,58490.06422577697
2,School_2,12,District_12,2006,,none,71.21607291373499,56274.16197143795,58490.06422577697
2,School_2,12,District_12,2007,,none,70.22017978696083,56274.16197143795,58490.06422577697
2,School_2,12,District_12,2008,,none,71.65468300730014,56274.16197143795,58490.06422577697
2,School_2,12,District_12,2009,,none,73.03458894553482,56274.16197143795,58490.06422577697
2,School_2,12,District_12,2010,,none,71.76495782534846,56274.16197143795,58490.06422577697
2,School_2,12,District_12,2011,,none,72.88338146893912,56274.16197143795,58490.06422577697
2,School_2,12,District_12,2012,,none,69.42415465666292,56274.16197143795,58490.06422577697
2,School_2,12,District_12,2013,,none,69.02593586048732,56274.16197143795,58490.06422577697
2,School_2,12,District_12,2014,,none,69.67202908060212,56274.16197143795,58490.06422577697
2,School_2,12,District_12,2015,,none,68.22733970827163,56274.16197143795,58490.06422577697
2,School_2,12,District_12,2016,,none,70.98270346856314,56274.16197143795,58490.06422577697
2,School_2,12,District_12,2017,,none,69.90205353959647,56274.16197143795,58490.06422577697
2,School_2,12,District_12,2018,,none,73.22252701858505,56274.16197143795,58490.06422577697
2,School_2,12,District_12,2019,,none,68.17965558690136,56274.16197143795,58490.06422577697
3,School_3,15,District_15,2000,,none,70.10285912541457,46200.65733989574,67083.06250206723
3,School_3,15,District_15,2001,,none,65.03061310166626,46200.65733989574,67083.06250206723
3,School_3,15,District_15,2002,,none,64.51655206984466,46200.65733989574,67083.06250206723
3,School_3,15,District_15,2003,,none,65.34371111683922,46200.65733989574,67083.06250206723
3,School_3,15,District_15,2004,,none,70.89557394361287,46200.65733989574,67083.06250206723
3,School_3,15,District_15,2005,,none,66.91284349739536,46200.65733989574,67083.06250206723
3,School_3,15,District_15,2006,,none,68.05188479544897,46200.65733989574,67083.06250206723
3,School_3,15,District_15,2007,,none,66.62523029668533,46200.65733989574,67083.06250206723
3,School_3,15,District_15,2008,,none,66.81285650578096,46200.65733989574,67083.06250206723
3,School_3,15,District_15,2009,,none,65.98125366567278,46200.65733989574,67083.06250206723
3,School_3,15,District_15,2010,,none,67.0945016898519,46200.65733989574,67083.06250206723
3,School_3,15,District_15,2011,,none,67.98221355590479,46200.65733989574,67083.06250206723
3,School_3,15,District_15,2012,,none,70.34962479178716,46200.65733989574,67083.06250206723
3,School_3,15,District_15,2013,,none,63.24407602242234,46200.65733989574,67083.06250206723
3,School_3,15,District_15,2014,,none,70.21465439092637,46200.65733989574,67083.06250206723
3,School_3,15,District_15,2015,1433116800000000000,math,69.4238986569474,46200.65733989574,67083.06250206723
3,School_3,15,District_15,2016,,none,66.25748820683532,46200.65733989574,67083.06250206723
3,School_3,15,District_15,2017,,none,65.89756680622271,46200.65733989574,67083.06250206723
3,School_3,15,District_15,2018,,none,69.08036506287887,46200.65733989574,67083.06250206723
3,School_3,15,District_15,2019,,none,67.45097084851845,46200.65733989574,67083.06250206723
4,School_4,12,District_12,2000,,none,62.698797978278165,56274.16197143795,58490.06422577697
4,School_4,12,District_12,2001,,none,66.49306742235063,56274.16197143795,58490.06422577697
4,School_4,12,District_12,2002,,none,68.05567128662538,56274.16197143795,58490.06422577697
