Date,MLI,CWCO,SEDG,^GSPC
2024-08-02,-0.024329718685623947,-0.015135453575298441,-0.045968394070000085,-0.018381860868696753
2024-08-05,-0.021800843500457745,-0.03752684382288651,-0.01184831124314234,-0.02996879838863975
2024-08-06,0.03602504062507039,-0.003713369196166272,-0.044764221372580515,0.010354085880061037
2024-08-07,-0.022395716011713418,-0.005217977794792161,-0.012970689158590343,-0.007734647858502863
2024-08-08,0.014619316489786094,0.019857523594026594,-0.030521378071102112,0.023042611519136447
2024-08-09,0.011734995597971531,-0.022409911861860143,-0.07302142610458795,0.004671676849538509
2024-08-12,-0.016443899584424604,-0.012025547036487838,0.011320743513260512,4.303397765514916e-05
2024-08-13,0.010897225324661086,0.01901861278607453,0.020522323495750117,0.016847579753558328
2024-08-14,-0.004430071031184757,-0.007465476871313825,0.02239495874138009,0.0038237284285767004
2024-08-15,0.015277392843972448,0.010906278687954796,0.09834594425818599,0.016133247764330783
2024-08-16,0.00014596634855257307,0.024181655027679216,0.029304079350672474,0.001989779357261412
2024-08-19,0.007887912400490249,-0.01380318155739102,0.08857254606672904,0.009722284736913167
2024-08-20,-0.016232019379858853,-0.012891335032182538,-0.03269166376430521,-0.0019845553982971165
2024-08-21,0.03314676870164068,0.019776092451102123,0.008261405468883654,0.004239676828782013
2024-08-22,-0.014401657668727141,-0.03073544797891037,-0.06703914781511267,-0.008932805548120926
2024-08-23,0.023871431874823434,0.01774259656850541,0.1485030472655473,0.01148337085011919
2024-08-26,-0.0008478512355486467,0.002225513464385376,-0.09176229596773111,-0.0031537266931381813
2024-08-27,-0.013010944170578131,0.03663950247469905,-0.016838830495242707,0.0015951960865450143
2024-08-28,0.0025791602041067563,-0.016065718567035425,0.0,-0.00597597320797616
2024-08-29,0.01986567295448549,0.005079906765752984,-0.03036203466058518,-3.937906806072977e-05
2024-08-30,0.018918226423170648,0.002166129357519031,-0.023283818838172765,0.010093051774424433
2024-09-03,-0.05638830703717568,-0.05511540448994656,-0.0928894466078396,-0.02115107439771169
2024-09-04,-0.010785660998321012,-0.003049885638541361,-0.01585864913046675,-0.0016025435809103872
2024-09-05,-0.01473400273494474,-0.014149077709741609,-0.048802923547545674,-0.003018017615584734
2024-09-06,-0.011699535900588809,-0.03219551432318879,-0.056631175456688165,-0.01726024985928465
2024-09-09,0.014569745952439428,0.002805577786223923,-0.0795279248467442,0.0115800702824842
2024-09-10,0.004188599243880375,0.02358109874091352,-0.005016730764139776,0.004472672652839682
2024-09-11,0.0001488500872057763,-0.02694260623055067,0.0845938485496831,0.010665025888896507
2024-09-12,0.016681799799827646,0.0212681064342628,-0.0625000492600355,0.007495302358939249
2024-09-13,0.029299633437393613,0.014931147370391029,0.08539951388355416,0.005407711405364557
2024-09-16,0.003415885357032078,0.011614372174817644,0.1142131935463071,0.0012566297656613212
2024-09-17,0.010212770418170258,0.02334495356057853,0.02596809453358251,0.00026455008109871336
2024-09-18,-0.003931589712082628,-0.022064361181955205,-0.03685612374931879,-0.002896455862498093
2024-09-19,0.03834239038725684,0.006118506043551575,-0.022591044677420236,0.01697685316676334
2024-09-20,-0.014933588895983951,-0.024705469780515354,-0.03915093838850281,-0.0019410273951238066
2024-09-23,-0.010336278912007058,-0.0011690561948287659,0.013254714741838036,0.0028092730585327352
2024-09-24,-0.005291744933648923,-0.017947720888077168,0.029554294011146842,0.0025111788443470395
2024-09-25,-0.012459649746000334,-0.025029731730577653,-0.050823525821461435,-0.0018612489301417234
2024-09-26,0.015026832499158038,0.004482412782325529,0.0713931843634481,0.00403867571712313
2024-09-27,0.006983243977556786,0.021095331809708906,0.06987506646152153,-0.0012532169669905446
2024-09-30,0.02773926584904518,0.0015890864627343682,-0.0090830875518364,0.004236552581176722
2024-10-01,-0.015114717702872094,-0.010756835535488452,-0.038847638392672024,-0.009324107094664358
2024-10-02,-0.010550841410167044,0.005235529130459993,-0.017257087203250032,0.00013839090212397487
2024-10-03,-0.005954857072556163,-0.0040063189675209054,-0.06377075784145947,-0.001681413492255035
2024-10-04,0.01198116689047457,0.005229211014881496,-0.006416637050670415,0.008970249395274354
2024-10-07,-0.01032500022255356,-0.0076030844297748645,0.014406404750008983,-0.009586022165882668
2024-10-08,0.0006956144805174702,-0.0076611783017570545,-0.09108719899129092,0.009689347495581924
2024-10-09,0.00430904134637955,0.0044696412221558735,0.023706926008538964,0.007113411987488272
2024-10-10,-0.014532879714701852,-0.005258904959416055,-0.043157878674958905,-0.002070122839989974
2024-10-11,0.02303372031733586,0.025213508744552415,0.07040697237680815,0.006051847587953629
2024-10-14,0.007962662088028427,0.02697331462505037,-0.032374059116440757,0.0077076668832223305
2024-10-15,-0.0076273534947641775,0.004635142935885295,-0.03398828424012412,-0.007609466332438197
2024-10-16,0.018391445345976143,0.011918458597552029,0.02089055247992544,0.004679145956573816
2024-10-17,-0.0026954191880024236,-0.009118538800980125,-0.034464157251807404,-0.00017116047891174713
2024-10-18,-0.023918827330185022,-0.0053680350634535134,-0.03457896423205442,0.00397155273894878
2024-10-21,-0.002076806897138961,-0.014649272834993399,-0.017330978989964607,-0.0018227694906369774
2024-10-22,0.14067710064959726,-0.00899842671043627,0.03350968178450686,-0.0004748538883844189
2024-10-23,-0.014838245817819229,-0.009869647418938587,-0.14988624802714723,-0.009191323428069387
2024-10-24,0.00987654790320569,-0.023923514679220936,0.020742751819798233,0.002145772011323821
2024-10-25,0.000611247231388834,-0.0016339338954457494,0.056047229727731684,-0.00029944716993013376
2024-10-28,0.014783052789092865,0.008592449092007293,0.08379878479046399,0.0026514435020339455
2024-10-29,-0.0007222770904421472,-0.014198851045345129,-0.03951882376228799,0.001614127248163344
2024-10-30,0.0,-0.011934107599010035,0.0071555711752655515,-0.003300233889343751
2024-10-31,-0.012409644309174017,-0.010412332321216744,0.010065132175086644,-0.018614700871699585
2024-11-01,-0.006221791380796482,-0.004629621719501431,0.036928551455873926,0.004092509543626166
2024-11-04,0.018904992974157375,0.010147988985733214,0.03448268426157086,-0.002812083478299976
2024-11-05,0.02084338316006895,0.02930094194892896,0.031147629832601442,0.012265644545291332
2024-11-06,0.12120841813988226,0.050833693324910945,-0.22231057031945312,0.025295927786425976
2024-11-07,-0.015684057354920955,-0.02476774580640717,0.013969330224300913,0.007431229727488331
2024-11-08,0.009517620234356983,0.0011904182911091077,-0.09072583139025392,0.0037568333092317108
2024-11-11,0.009957631990856086,0.019024965535926253,0.011086517011456687,0.0009690634297987444
2024-11-12,-0.019823878895343094,-0.016724974307443907,-0.10526319458580702,-0.00289265965137242
2024-11-13,-0.026217161204394213,-0.006329061169887518,-0.011437858845290472,0.00023222772482434095
2024-11-14,-0.009340664081752159,-0.019904464787098952,0.06033053877868211,-0.006049734794859041
2024-11-15,-0.01630616476063873,0.046709943878342264,-0.1706936549809971,-0.013203489851361216
2024-11-18,0.018944529488452932,0.020566500707769553,0.019736845053652585,0.003917814394541086
2024-11-19,0.0035413918058286864,-0.0053231314243074035,-0.03548389081528169,0.003963584828470035
2024-11-20,0.0035288946073823713,0.0072628901076634556,0.03870040392412588,2.195086225209586e-05
2024-11-21,0.007692311596737111,-0.0022769293704374416,-0.012879516540634572,0.0053404615405816536
2024-11-22,-0.041439497427094296,0.04374282423853293,0.10717619955880342,0.003467959094991535
2024-11-25,-0.06541519139087026,-0.021501375851061044,0.1590909364575961,0.003020480305938378
2024-11-26,-0.009860204211678436,-0.00893861642707916,-0.005809794823591674,0.005722005647630368
2024-11-27,-0.006269792739184932,0.01728671749314481,0.08546385041314863,-0.003801238017440034
2024-11-29,-0.0007423942447731813,-0.005171787453468357,0.06325710334961099,0.005607785488815242
2024-12-02,-0.00024752152040929953,-0.010026008803023623,0.005696212120343214,0.0024484564662998753
2024-12-03,-0.023158001109689574,-0.02513124683715806,-0.07740720385997424,0.0004514491145146682
2024-12-04,-0.002535400847859748,-0.008080010032419427,-0.04092765580085089,0.006051417924264779
2024-12-05,0.003177331266773331,-0.008533807126285708,-0.10455193621316294,-0.0018697756269248078
2024-12-06,-0.00012688967844631804,0.006650971586853238,0.01509130882291898,0.0024954538421815275
2024-12-09,-0.008384267975067528,-0.0038864254375140517,0.1173708944711589,-0.006144213927296471
2024-12-10,0.026902499147381853,0.010924644383935034,-0.013305292992730866,-0.002963883313944371
2024-12-11,0.048902261095668864,-0.0023156704118396654,0.022711120749380864,0.008165786048233592
2024-12-12,-0.01343968843806509,-0.010831743630138058,-0.07841777421280505,-0.005414022527810203
2024-12-13,-0.005665965475629364,0.005475177534451703,0.005271133276060214,-2.6466639124200775e-05
2024-12-16,0.01927734510464907,0.023726177052915798,-0.07715360728192822,0.0037993543260221863
2024-12-17,-0.018793927531162047,-0.01215802725205506,0.16639612349958854,-0.003863994965801476
2024-12-18,-0.045823634468389884,-0.05153845987984618,-0.03688237558747698,-0.02949284635160343
2024-12-19,0.009909761552673313,0.02392545053406847,-0.052745699990049855,-0.0008651123249070469
2024-12-20,0.008680370908861201,-0.011089207241460675,0.1266209644971994,0.010869123768910471
2024-12-23,-0.006984308123590521,0.016019322468702635,0.007447505299123192,0.007287273468533639
2024-12-24,0.012685232879415365,0.003941573157679512,-0.0033602278461233315,0.01104275925539211
2024-12-26,0.005332919890301824,0.015704848011699468,-0.016857720922868635,-0.00040565878647391695
2024-12-27,-0.013570108929745861,-0.01198310609355313,-0.05349792435204104,-0.011055736101235558
2024-12-30,-0.00237621822718026,0.01017215427222773,-0.016666702371863962,-0.010701995701766776
2024-12-31,-0.0051397509982489265,0.0027109699760581307,0.0022108096772435193,-0.004284800394927402
2025-01-02,0.004662388085898472,0.002327464929917422,0.08823527761809191,-0.0022238866412221947
2025-01-03,0.012667634444878617,0.010448936646658913,0.03243240108448231,0.01259602672149196
2025-01-06,0.0004953986603979388,-0.011106876900740859,0.06609955498734532,0.005538045085450305
2025-01-07,-0.020549482398861674,-0.020139391286247865,0.0798035091466085,-0.01110391288210788
2025-01-08,0.008468046669803941,0.016996003674869087,-0.1478112768001999,0.001560360190925314
2025-01-10,-0.019801952565699388,-0.01710061915764005,-0.018679101884356175,-0.01541164380306681
2025-01-13,0.011635415530427684,0.009094521061977723,-0.016995241288353724,0.0015754440882007614
2025-01-14,0.019211274915946097,0.01841688720029966,-0.014522824176554039,0.0011462798112440442
2025-01-15,0.007440384652374732,0.007695282229104761,0.01754385964912286,0.018312792279639112
2025-01-16,0.0075085924895739176,0.009163820489958674,-0.01999999736917435,-0.0021126894641922966
2025-01-17,0.003298803610249479,-0.0015134345722497278,-0.021111906398980196,0.009991058969353706
2025-01-21,0.0066974725844599625,0.009473230359590135,-0.015097055388253122,0.008768227105582893
2025-01-22,-0.014636487020193378,-0.019519413086629966,-0.04744522829049147,0.006137941522227575
2025-01-23,0.004542099612293127,0.002679869986067729,0.040613005764358334,0.00531348622041139
2025-01-24,-0.01197611083715755,-0.015654786504958662,0.08100150129967965,-0.002855132319398823
2025-01-27,-0.02424236322819573,0.03258338413843087,-0.03746595226847149,-0.014580715690809543
2025-01-28,0.014704045878079164,-0.009391452668090938,-0.05237082555731054,0.009217869449967608
2025-01-29,-0.006745768259205365,-0.012893390988327869,-0.03211353951833251,-0.004678895760321544
2025-01-30,0.007546127888117482,0.009988493303043189,0.027006202194407525,0.005275414405311762
2025-01-31,-0.016976590666344937,-0.004184108077316506,-0.01577761318755988,-0.005046825754019935
2025-02-03,-0.00926995349958315,0.022536255140901185,0.019847272338655353,-0.007608597684666707
